Hotel_Name,Room_Type,Room_Price,Top_Comment,Rating,Total_Reviews,Hotel_Link
Al Khoory Sky Garden Hotel,Garden Classic Room,"PKR 28,355",Very good,8.4,"3,373 reviews",https://www.booking.com/hotel/ae/al-khoory-sky-garden.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=152&sr_order=popularity&srpvid=76a441791a98004a&srepoch=1677748725&all_sr_blocks=0_0_2_0_0&highlighted_blocks=0_0_2_0_0&matching_block_id=0_0_2_0_0&sr_pri_blocks=0_0_2_0_0__39300&tpi_r=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Canal Central Hotel,Superior Room City View with free access to Hotel's private beach at Palm - Jumeirah,"PKR 97,403",Very good,8.4,"4,181 reviews",https://www.booking.com/hotel/ae/canal-central.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=153&sr_order=popularity&srpvid=76a441791a98004a&srepoch=1677748725&all_sr_blocks=342863401_234485072_2_34_0&highlighted_blocks=342863401_234485072_2_34_0&matching_block_id=342863401_234485072_2_34_0&sr_pri_blocks=342863401_234485072_2_34_0__135000&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Palace Downtown,Palace Suite with Lake View,"PKR 209,163",Fabulous,8.8,"2,305 reviews",https://www.booking.com/hotel/ae/the-palace-the-old-town.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=154&sr_order=popularity&srpvid=76a441791a98004a&srepoch=1677748725&all_sr_blocks=7459325_201660661_2_1_0&highlighted_blocks=7459325_201660661_2_1_0&matching_block_id=7459325_201660661_2_1_0&sr_pri_blocks=7459325_201660661_2_1_0__289900&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
"Sheraton Grand Hotel, Dubai","Deluxe Room, Guest room, King","PKR 137,085",Very good,8.3,"2,245 reviews",https://www.booking.com/hotel/ae/sheraton-grand-dubai.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=155&sr_order=popularity&srpvid=76a441791a98004a&srepoch=1677748725&all_sr_blocks=113961818_246935403_0_42_0&highlighted_blocks=113961818_246935403_0_42_0&matching_block_id=113961818_246935403_0_42_0&sr_pri_blocks=113961818_246935403_0_42_0__190000&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Capitol Hotel,Executive Double Room,"PKR 34,271",Review score,6.8,942 reviews,https://www.booking.com/hotel/ae/capitol.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=156&sr_order=popularity&srpvid=76a441791a98004a&srepoch=1677748725&all_sr_blocks=18798002_95821950_2_41_0&highlighted_blocks=18798002_95821950_2_41_0&matching_block_id=18798002_95821950_2_41_0&sr_pri_blocks=18798002_95821950_2_41_0__47500&tpi_r=2&from=searchresults#hotelTmpl
Versailles by Raviz Hotel,Standard Room,"PKR 17,124",Good,7.3,557 reviews,https://www.booking.com/hotel/ae/versailles.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=157&sr_order=popularity&srpvid=76a441791a98004a&srepoch=1677748725&all_sr_blocks=6730602_0_2_0_0&highlighted_blocks=6730602_0_2_0_0&matching_block_id=6730602_0_2_0_0&sr_pri_blocks=6730602_0_2_0_0__23734&tpi_r=1&from=searchresults#hotelTmpl
"Occidental Al Jaddaf, Dubai",Junior Suite with Terrace – 10% discount in Wellness Center,"PKR 50,064",Very good,8.3,"5,801 reviews",https://www.booking.com/hotel/ae/occidental-al-jaddaf.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=158&sr_order=popularity&srpvid=76a441791a98004a&srepoch=1677748725&all_sr_blocks=509862428_353860095_2_42_0&highlighted_blocks=509862428_353860095_2_42_0&matching_block_id=509862428_353860095_2_42_0&sr_pri_blocks=509862428_353860095_2_42_0__69388&tpi_r=2&from=searchresults#hotelTmpl
Studio One Hotel,Deluxe Double Room (2 Adults + 1 Child),"PKR 43,218",Very good,8.3,"2,251 reviews",https://www.booking.com/hotel/ae/studio1.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=159&sr_order=popularity&srpvid=76a441791a98004a&srepoch=1677748725&all_sr_blocks=423094802_342425708_0_42_0&highlighted_blocks=423094802_342425708_0_42_0&matching_block_id=423094802_342425708_0_42_0&sr_pri_blocks=423094802_342425708_0_42_0__59900&tpi_r=2&from=searchresults#hotelTmpl
Waldorf Astoria Dubai International Financial Centre,King Corner Room with Skyline View,"PKR 267,533",Superb,9.4,759 reviews,https://www.booking.com/hotel/ae/waldorf-astoria-dubai-international-financial-centre.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=160&sr_order=popularity&srpvid=76a441791a98004a&srepoch=1677748725&all_sr_blocks=468438405_247687473_2_42_0&highlighted_blocks=468438405_247687473_2_42_0&matching_block_id=468438405_247687473_2_42_0&sr_pri_blocks=468438405_247687473_2_42_0__370800&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
"Delta Hotels by Marriott Jumeirah Beach, Dubai",Standard King Room with Complimentary Beach Kit,"PKR 108,153",Very good,8.3,"1,511 reviews",https://www.booking.com/hotel/ae/delta-hotels-by-marriott-jumeirah-beach-dubai.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=161&sr_order=popularity&srpvid=76a441791a98004a&srepoch=1677748725&all_sr_blocks=41233836_353945424_2_42_0&highlighted_blocks=41233836_353945424_2_42_0&matching_block_id=41233836_353945424_2_42_0&sr_pri_blocks=41233836_353945424_2_42_0__149900&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Premier Inn Dubai Dragon Mart,Double Room - Smoking,"PKR 21,573",Good,7.7,"4,808 reviews",https://www.booking.com/hotel/ae/premier-inn-dubai-dragon-mart.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=162&sr_order=popularity&srpvid=76a441791a98004a&srepoch=1677748725&all_sr_blocks=553844001_285238190_2_2_0&highlighted_blocks=553844001_285238190_2_2_0&matching_block_id=553844001_285238190_2_2_0&sr_pri_blocks=553844001_285238190_2_2_0__29900&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Dusit Thani Dubai,Deluxe Room,"PKR 118,326",Very good,8.2,"6,486 reviews",https://www.booking.com/hotel/ae/dusit-dubai.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=163&sr_order=popularity&srpvid=76a441791a98004a&srepoch=1677748725&all_sr_blocks=6722401_367934317_2_1_0&highlighted_blocks=6722401_367934317_2_1_0&matching_block_id=6722401_367934317_2_1_0&sr_pri_blocks=6722401_367934317_2_1_0__164000&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Rove At The Park,Rover Room,"PKR 21,587",Fabulous,8.9,"4,158 reviews",https://www.booking.com/hotel/ae/rove-at-the-parks.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=164&sr_order=popularity&srpvid=76a441791a98004a&srepoch=1677748725&all_sr_blocks=444109501_334331817_0_42_0&highlighted_blocks=444109501_334331817_0_42_0&matching_block_id=444109501_334331817_0_42_0&sr_pri_blocks=444109501_334331817_0_42_0__29920&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
The Retreat Palm Dubai MGallery by Sofitel,"DELUXE ROOM Palm Jumeirah Sea View, King Bed or Two Single Beds","PKR 122,655",Very good,8.1,"5,802 reviews",https://www.booking.com/hotel/ae/the-retreat-palm-dubai-mgallery-by-sofitel.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=165&sr_order=popularity&srpvid=76a441791a98004a&srepoch=1677748725&all_sr_blocks=227919404_367632769_2_42_0&highlighted_blocks=227919404_367632769_2_42_0&matching_block_id=227919404_367632769_2_42_0&sr_pri_blocks=227919404_367632769_2_42_0__170000&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Excelsior Hotel Downtown,Deluxe Room with 25% off F&B,"PKR 21,025",Good,7.7,"1,616 reviews",https://www.booking.com/hotel/ae/holiday-inn-downtown-dubai.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=166&sr_order=popularity&srpvid=76a441791a98004a&srepoch=1677748725&all_sr_blocks=2383014_0_2_0_0&highlighted_blocks=2383014_0_2_0_0&matching_block_id=2383014_0_2_0_0&sr_pri_blocks=2383014_0_2_0_0__29141&tpi_r=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Grand Excelsior Hotel - Bur Dubai,Deluxe Double Studio,"PKR 25,111",Good,7.3,"2,659 reviews",https://www.booking.com/hotel/ae/grand-excelsior-hotel.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=167&sr_order=popularity&srpvid=76a441791a98004a&srepoch=1677748725&all_sr_blocks=6742701_0_2_0_0&highlighted_blocks=6742701_0_2_0_0&matching_block_id=6742701_0_2_0_0&sr_pri_blocks=6742701_0_2_0_0__34804&tpi_r=1&from=searchresults#hotelTmpl
AL Raien Hotel Apartment,Deluxe Room,"PKR 11,616",Review score,4.9,240 reviews,https://www.booking.com/hotel/ae/al-raein-holiday-homes-rental.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=168&sr_order=popularity&srpvid=76a441791a98004a&srepoch=1677748725&all_sr_blocks=154205601_141311559_0_2_0&highlighted_blocks=154205601_141311559_0_2_0&matching_block_id=154205601_141311559_0_2_0&sr_pri_blocks=154205601_141311559_0_2_0__16100&tpi_r=2&from=searchresults#hotelTmpl
"The Ritz-Carlton, Dubai",Twin Bed Room - City View,"PKR 277,778",Fabulous,8.8,"1,344 reviews",https://www.booking.com/hotel/ae/the-ritz-carlton-dubai.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=169&sr_order=popularity&srpvid=76a441791a98004a&srepoch=1677748725&all_sr_blocks=7779913_275205917_3_42_0&highlighted_blocks=7779913_275205917_3_42_0&matching_block_id=7779913_275205917_3_42_0&sr_pri_blocks=7779913_275205917_3_42_0__385000&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Al Jaddaf Rotana Suite Hotel,Double Room,"PKR 83,838",Superb,9.1,"2,129 reviews",https://www.booking.com/hotel/ae/al-jaddaf-rotana-dubai.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=170&sr_order=popularity&srpvid=76a441791a98004a&srepoch=1677748725&all_sr_blocks=665509403_344635336_0_42_0&highlighted_blocks=665509403_344635336_0_42_0&matching_block_id=665509403_344635336_0_42_0&sr_pri_blocks=665509403_344635336_0_42_0__116200&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
West Hotel,Budget Double Room,"PKR 9,423",Review score,4.4,32 reviews,https://www.booking.com/hotel/ae/west-dubai1.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=171&sr_order=popularity&srpvid=76a441791a98004a&srepoch=1677748725&all_sr_blocks=905173502_0_2_0_0&highlighted_blocks=905173502_0_2_0_0&matching_block_id=905173502_0_2_0_0&sr_pri_blocks=905173502_0_2_0_0__13061&tpi_r=1&from=searchresults#hotelTmpl
Zaineast Hotel,Deluxe King Room with Sea View,"PKR 8,766",Review score,5.3,33 reviews,https://www.booking.com/hotel/ae/zain-east.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=172&sr_order=popularity&srpvid=76a441791a98004a&srepoch=1677748725&all_sr_blocks=122544802_198510222_0_0_0&highlighted_blocks=122544802_198510222_0_0_0&matching_block_id=122544802_198510222_0_0_0&sr_pri_blocks=122544802_198510222_0_0_0__12150&tpi_r=2&from=searchresults#hotelTmpl
Shangri-La Dubai,One-Bedroom Apartment,"PKR 165,945",Fabulous,8.7,"2,610 reviews",https://www.booking.com/hotel/ae/shangri-la-dubai.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=173&sr_order=popularity&srpvid=76a441791a98004a&srepoch=1677748725&all_sr_blocks=18340401_163258237_2_42_0&highlighted_blocks=18340401_163258237_2_42_0&matching_block_id=18340401_163258237_2_42_0&sr_pri_blocks=18340401_163258237_2_42_0__230000&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Tulip Hotel Apartments,Superior Double Room,"PKR 23,961",Review score,5.4,"1,123 reviews",https://www.booking.com/hotel/ae/tulip-apartments.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=174&sr_order=popularity&srpvid=76a441791a98004a&srepoch=1677748725&all_sr_blocks=7942902_88788987_0_2_0&highlighted_blocks=7942902_88788987_0_2_0&matching_block_id=7942902_88788987_0_2_0&sr_pri_blocks=7942902_88788987_0_2_0__33210&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
One&Only Royal Mirage Resort Dubai at Jumeirah Beach,Palace Superior Deluxe King Room,"PKR 227,273",Superb,9.0,965 reviews,https://www.booking.com/hotel/ae/one-only-royal-mirage.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=176&sr_order=popularity&srpvid=4b574196151104ed&srepoch=1677748783&all_sr_blocks=18972406_88789225_2_1_0&highlighted_blocks=18972406_88789225_2_1_0&matching_block_id=18972406_88789225_2_1_0&sr_pri_blocks=18972406_88789225_2_1_0__315000&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Armani Hotel Dubai,Armani Deluxe Room,"PKR 205,628",Fabulous,8.7,"1,191 reviews",https://www.booking.com/hotel/ae/armani-dubai.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=177&sr_order=popularity&srpvid=4b574196151104ed&srepoch=1677748783&all_sr_blocks=26336802_201665740_0_2_0&highlighted_blocks=26336802_201665740_0_2_0&matching_block_id=26336802_201665740_0_2_0&sr_pri_blocks=26336802_201665740_0_2_0__285000&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Hyatt Place Dubai Al Rigga,Twin Room with Sofabed and Free Breakfast,"PKR 46,176",Good,7.9,"5,016 reviews",https://www.booking.com/hotel/ae/hyatt-place-dubai-al-rigga.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=178&sr_order=popularity&srpvid=4b574196151104ed&srepoch=1677748783&all_sr_blocks=103722315_269967780_2_1_0&highlighted_blocks=103722315_269967780_2_1_0&matching_block_id=103722315_269967780_2_1_0&sr_pri_blocks=103722315_269967780_2_1_0__64000&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Citymax Hotel Business Bay,Double Room - includes 20% off Food & Beverage (excluding in-room dinning),"PKR 61,328",Good,7.7,"6,085 reviews",https://www.booking.com/hotel/ae/citymax-business-bay.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=179&sr_order=popularity&srpvid=4b574196151104ed&srepoch=1677748783&all_sr_blocks=593827701_232864953_2_42_0&highlighted_blocks=593827701_232864953_2_42_0&matching_block_id=593827701_232864953_2_42_0&sr_pri_blocks=593827701_232864953_2_42_0__85000&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
